GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECIS,SOURCE,NOTES,FATALITIES
500,1916UGA,91119,15/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Nwoya,,Anaka,2.5944,31.9633,1,"All Africa, 6/18/03",Rebels also burnt 380 huts and looted foodstuffs; unknown number of people abducted,2
500,1918UGA,91121,15/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Kole,,Alito,2.4044,32.8086,2,"All Africa, 6/19/03",rebels burn 100 huts; population had already fled,2
500,1919UGA,91122,15/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Katakwi,,Katakwi,1.89111,33.96611,3,"All Africa, 6/23/03","rebels shoot at church truck, killing one passenger",12
500,1920UGA,91123,15/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,West Nile,Adjumani,,Adjumani,3.36139,31.80872,2,"All Africa, 6/19/03",8 people abducted by rebels,0
500,1922UGA,91125,15/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,West Nile,Adjumani,,Adjumani,3.36139,31.80972,1,"All Africa, 6/19/03",3 children abducted from orphanage,6
500,1917UGA,91120,15/06/2003,2003,1,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Acholi,Amuru,,Pabbo IDP camp,3,32.15,1,"All Africa, 6/18/03",letter dropped by rebels during raid on IDP camp stated that civilians were intended targets to show 'power',0
500,1915UGA,91118,15/06/2003,2003,1,Battle-Non-state actor overtakes territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Nwoya,,Anaka,2.5944,31.9633,1,"All Africa, 6/18/03",Soldier killed during rebel attack on IDP camp,1
500,1924UGA,91127,16/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Aromo sub-county,2.65,32.81667,2,"All Africa, 6/19/03",rebels raid village; huts burnt; unknown number of people abducted,2
500,1926UGA,91129,16/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Amuru,,Atiak,3.245,32.1411,2,"All Africa, 6/19/03",rebels attack shops and loot near police post,1
500,1927UGA,91130,16/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Omoro,2.75,32.5,2,"All Africa, 6/19/03",rebels raid village; huts burnt; unknown number of people abducted,2
500,1928UGA,91131,16/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Kole,,Alito,2.4044,32.8086,2,"All Africa, 6/24/03",Also burnt at least 200 houses and abducted 70 people.,2
500,1932UGA,91135,16/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,1,"New Vision, 6/20/03",rebels ambush vehicle,0
500,1933UGA,91136,16/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,1,"BBC Monitoring Africa, 6/21/03",LRA burnt a camp for displaced people in Kapelebyong.,2
500,1929UGA,91132,16/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,Military Forces of Uganda (1986-),,1,17,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"All Africa, 6/24/03",Baby killed in crossfire between army and rebels; 3 civilians were injured by army gunships.,4
500,1935UGA,91138,16/06/2003,2003,1,Non-violent activity by a conflict actor,FAPC: People's Armed Forces of Congo,,2,,,0,20,Uganda,West Nile,Nebbi,,Nebbi,2.4758,31.1025,3,"All Africa, 6/30/03",TWO Congolese rebels arrested in Nebbi district with a sub-machine gun and 98 bullets,0
500,1923UGA,91126,16/06/2003,2003,2,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Acholi,Gulu,,Aromo sub-county,2.65,32.81667,2,"All Africa, 6/18/03",reports that the army is demoralized and that rebels are 'roaming freely' in sub-county; population is fleeing area,0
500,1930UGA,91133,16/06/2003,2003,2,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Amuria,,Amususu,2.0666,33.55,1,"All Africa, 6/18/03",reports of rebel camps,0
500,1934UGA,91137,16/06/2003,2003,2,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Katakwi,,Katakwi,1.89111,33.96611,3,"All Africa, 6/18/03",the rebels are addressing rallies in the villages,0
500,1925UGA,91128,16/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Amuru,,Atiak,3.245,32.1411,2,"All Africa, 6/19/03",army repulses rebels after attack near police post,1
500,1931UGA,91134,16/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,2,"New Vision, 6/20/03",army gunships attack rebel positions,0
500,1938UGA,91141,17/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Amuria,2.00361,33.65111,1,"The Monitor, 6/24/03",rebels attacked town; no other details,2
500,1939UGA,91142,17/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Amuria,2.00361,33.65111,1,"All Africa, 6/19/03","rebels ambush vehicle; driver killed, four others injured",10
500,1940UGA,91143,17/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Orungo,2.01611,33.45722,1,"All Africa, 6/19/03",rebels return to site of earlier raid; burn huts,0
500,1937UGA,91140,17/06/2003,2003,2,Battle-No change of territory,Local Defence Unit,,4,LRA: Lord's Resistance Army,,2,24,Uganda,Teso,Amuria,,Achwa,2.04722,33.80833,2,"All Africa, 6/19/03",local defence unit soldier killed,1
500,1941UGA,91144,17/06/2003,2003,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Sudan),,7,27,Uganda,West Nile,Adjumani,,Adjumani,3.3614,31.8097,2,All Africa,,29
500,1936UGA,91139,17/06/2003,2003,1,Violence against civilians,SLM/A: Sudan Liberation Movement/Army,,2,Civilians (Sudan),,7,27,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,All Africa,,5
500,1942UGA,91145,18/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"All Africa, 6/24/03",rebels burnt an estimated 100 huts and abducted about 70 people,0
500,1943UGA,91146,18/06/2003,2003,2,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Amuria,,Achwa,2.04722,33.80833,2,"New Vision, 6/20/03",report of rebel camps,4
500,1945UGA,91148,18/06/2003,2003,2,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,1,"New Vision, 6/20/03",report of rebel camps,0
500,1947UGA,91150,18/06/2003,2003,2,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Amuria,,Kuju,2.02694,33.60417,2,"New Vision, 6/20/03",report of rebel camps,1
500,1948UGA,91151,18/06/2003,2003,2,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Amuria,,Morungatuny,2.11667,33.5,2,"New Vision, 6/20/03",report of rebel camps,1
500,1949UGA,91152,18/06/2003,2003,2,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Amuria,,Orungo,2.01611,33.45722,2,"New Vision, 6/20/03",report of rebel camps,2
500,1944UGA,91147,18/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Amuria,,Amuria,2.00361,33.65111,1,"All Africa, 6/23/03",3 days of fighting between army and rebels; no details on fatalities; at least 6 captives rescued,3
500,1946UGA,91149,18/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Amuria,,Kuju,2.02694,33.60417,2,"All Africa, 6/23/03",rebels ambush army vehicles ,3
500,1950UGA,91153,19/06/2003,2003,3,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Amuria,,Amuria,2.00361,33.65111,2,"BBC Monitoring Africa, 6/21/03",reports of rebel training camp set up in area,5
500,1951UGA,91154,19/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Amuria,,Wila,2.1,33.65,1,"Xinhau, 6/23/03","The army's two helicopter gunships pounded rebel hideouts in Wila, Amour county, Katakwi district for about one hour.",1
500,1952UGA,91155,20/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,1,"All Africa, 6/25/03",23 people abducted by rebels,0
500,1954UGA,91157,20/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Soroti,,Soroti,1.6856,33.6164,3,"Xinhau, 6/23/03",Rebels also burnt more than 50 huts,3
500,1956UGA,91159,20/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Wera,1.84111,33.76611,2,"The Monitor, 6/24/03",rebels loot mission and homes for drugs/food,7
500,1955UGA,91158,20/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,Military Forces of Uganda (1986-),,1,17,Uganda,Teso,Soroti,,Soroti,1.6856,33.6164,3,"The Monitor, 6/24/03","Army helicopter fired on a group of civilians, killing four members of the same family and injuring nine.",4
500,1953UGA,91156,20/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Soroti,,Achuna trading center,1.98611,33.48944,1,"Xinhau, 6/23/03",army attacked the rebels and the ground forces were pursuing them.,0
500,1958UGA,91161,21/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Unyama IDP camp,2.82056,32.36889,2,"All Africa, 6/25/03",19 people abducted from IDP camp just outside Gulu,15
500,1959UGA,91162,21/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"The Monitor, 6/24/03",rebels ambush vehicle,6
500,1961UGA,91164,21/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Soroti,,Atirir,1.8833,33.45,1,"The Monitor, 6/24/03",rebels ambush vehicle,0
500,1962UGA,91165,21/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Katine,2,33.7833,1,"BBC Monitoring Newsfile, 6/24/03","The rebels ambushed a Gateway bus, killing one person and injuring six others. The injured passengers were transported to Soroti by cyclists after transport on the Soroti-Lira road came to a halt.",1
500,1963UGA,91166,21/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Kaberamaido,,Otuboi,1.89417,33.29889,1,"The Monitor, 6/24/03",rebels ambush vehicle,4
500,1964UGA,91167,21/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Soroti,,Soroti,1.6856,33.6164,3,"BBC Monitoring Newsfile, 6/24/03","Ambush in which a Lira-bound truck was blown up by a land mine, killing two people and injuring 2 others.",2
500,1965UGA,91168,21/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Wera,1.84111,33.76611,2,"All Africa, 6/24/03",unknown number of people abducted in road ambush,13
500,1960UGA,91163,21/06/2003,2003,2,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Amuria,,Achomai,2.01667,33.58333,1,"All Africa, 6/23/03",brief confrontation between army and rebels allowed several abducted children to escape,12
500,1957UGA,91160,21/06/2003,2003,1,Violence against civilians,SLM/A: Sudan Liberation Movement/Army,,2,Civilians (Sudan),,7,27,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,Xinhau News Agency,specifically aweno- olwi loking sub country north of Kitgum,2
500,1967UGA,91170,22/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Soroti,,Aloet,1.73333,33.66667,1,"All Africa, 6/25/03",2 youth caught in crossfire between army and rebels attacking a local college,2
500,1969UGA,91172,22/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Soroti,,Arapai,1.74528,33.625,1,"All Africa, 6/25/03",rebels lauch three-pronged attack against town,12
500,1971UGA,91174,22/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Katakwi,,Katakwi,1.89111,33.96611,3,"All Africa, 6/25/03",rebels lauch three-pronged attack against town,6
500,1974UGA,91177,22/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Soroti,,Soroti,1.6856,33.6164,1,"Agence France Presse, 7/1/03",rebels kidnap 100 girls from a school,4
500,1975UGA,91178,22/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Soroti,,Soroti,1.6856,33.6164,3,"All Africa, 6/25/03",civilian caught in crossfire between army and rebels,6
500,1973UGA,91176,22/06/2003,2003,2,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Soroti,,Soroti,1.6856,33.6164,3,"All Africa, 6/25/03",rebel camp discovered outside town after rebels attempted to attack a missionary school,0
500,1966UGA,91169,22/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Soroti,,Aloet,1.73333,33.66667,1,"All Africa, 6/25/03",army pushes rebels back from attack on college,0
500,1968UGA,91171,22/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Amuria,,Amuria,2.00361,33.65111,2,"The Monitor, 6/24/03",army engaged rebels; no other details,13
500,1970UGA,91173,22/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Katakwi,,Katakwi,1.89111,33.96611,3,"All Africa, 6/25/03",rebels lauch three-pronged attack against town,3
500,1972UGA,91175,22/06/2003,2003,2,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Soroti,,Soroti,1.6856,33.6164,1,"Agence France Presse, 7/1/03",rebels battle army over control of an airfield,7
500,1980UGA,91183,24/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Katakwi,,Katakwi,1.89111,33.96611,3,"BBC Monitoring Africa, 6/26/03",rebels kill civilians prior to army engaging them; no other details,10
500,1976UGA,91179,24/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Amuria,,Abarilera,1.98333,33.83333,2,"Agence France Presse, 6/28/03",Four rebels captured ,1
500,1977UGA,91180,24/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Amuria,,Achwa,2.04722,33.80833,1,"Agence France Presse, 6/27/03",21 captives rescued,1
500,1978UGA,91181,24/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Amuria,,Asamuk,1.95722,33.70472,1,"Agence France Presse, 6/27/03","the rebels attacked an army unit and killed some soldiers, fleeing only when a helicopter was deployed to reinforce the ground forces; no details on how many killed",1
500,1979UGA,91182,24/06/2003,2003,2,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Katakwi,,Katakwi,1.89111,33.96611,3,"BBC Monitoring Africa, 6/26/03","2 rebels captured, 2 surrendered, 34 civilians rescued, guns recovered",3
500,1981UGA,91184,25/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,East Central,Jinja,,Jinja,0.4244,33.2042,3,"BBC Monitoring Africa, 6/30/03","report stated that rebel ""commanders were killed"" but no other details",1
500,1982UGA,91185,26/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Alebtong,,Aloi,2.25728,33.17778,1,"All Africa, 6/30/03",people were feared killed after LRA rebels attacked - no other details,0
500,1983UGA,91186,26/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Erute,2.2,32.96667,2,"All Africa, 6/30/03",rebels attack series of local villages; more fatalities reported but unconfirmed; also raided Barr Health Centre in Lira and looted drugs,10
500,1984UGA,91187,26/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Otuke,,Olilim,2.4,33.5,1,"All Africa, 6/30/03",rebels abducted an unspecified number of people during the 3:00am attack ,0
500,1985UGA,91188,26/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Alebtong,,Omid,2.03333,33.35,1,"New Vision, 7/3/03",rebels abduct 7 people from village,6
500,1986UGA,91189,26/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Katakwi,,Katakwi,1.89111,33.96611,3,"New Vision, 6/30/03",rebel captured; reports of 'fierce fighting',0
500,1987UGA,91190,26/06/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Soroti,,Tubur-Achuna Road,1.98611,33.48944,2,"New Vision, 6/30/03",Two of the rebels were captured as they tried to monitor the deployment of UPDF soldiers ,0
500,1988UGA,91191,27/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"All Africa, 6/30/03",two women abducted by rebels,0
500,1989UGA,91192,27/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Achwa,2.04722,33.80833,2,"New Vision, 6/30/03",LRA rebels sneaked behind the UPDF lines in Achowa sub-county and abducted 13 children,0
500,1992UGA,91195,28/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Okwangai,2.35,33.68333,2,"All Africa, 7/3/03",LRA hit a passenger bus and killed three people near Otuke hills in Lira.,3
500,1990UGA,91193,28/06/2003,2003,2,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"All Africa, 6/30/03","LRA rebels dropped a leaflet in Angeta parish Moroto county in Lira district recently, saying they wanted the heads of the bishop Charles Odurkami for cursing them.",0
500,1993UGA,91196,28/06/2003,2003,1,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Kaberamaido,,Otuboi,1.89417,33.29889,3,"All Africa, 6/30/03","the rebels have released six more girls of those abducted last week from Lwala Secondary School,",0
